dataset,source_dataset,preprocessing_variant,auto_invert,sample_id,image_key,image_path,relative_image_path,group,image_number,reference_source,text_id,line_id,reference,csv_candidate_count,annotation_status,source_group,text,export_image_path,image_relpath,malaysian_split
malaysian_raw,malaysian,raw,False,LPD_009_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l3.png,malaysian_manual_lines — kopia\LPD_009_t3_l3.png,LPD,9,manual_lines_annotations,3,3,saya berwarna hijau dan putih.,1,ok,LPD,saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_009_t3_l3_raw.png,images/raw/LPD_009_t3_l3_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_010_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_010_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_010_t1_l1.png,malaysian_manual_lines — kopia\LPD_010_t1_l1.png,LPD,10,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_010_t1_l1_raw.png,images/raw/LPD_010_t1_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_011_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l1.png,malaysian_manual_lines — kopia\LPD_011_t2_l1.png,LPD,11,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_011_t2_l1_raw.png,images/raw/LPD_011_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_011_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l2.png,malaysian_manual_lines — kopia\LPD_011_t2_l2.png,LPD,11,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_011_t2_l2_raw.png,images/raw/LPD_011_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_012_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l1.png,malaysian_manual_lines — kopia\LPD_012_t3_l1.png,LPD,12,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_012_t3_l1_raw.png,images/raw/LPD_012_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_012_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l2.png,malaysian_manual_lines — kopia\LPD_012_t3_l2.png,LPD,12,manual_lines_annotations,3,2,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_012_t3_l2_raw.png,images/raw/LPD_012_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_013_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_013_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_013_t1_l1.png,malaysian_manual_lines — kopia\LPD_013_t1_l1.png,LPD,13,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_013_t1_l1_raw.png,images/raw/LPD_013_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_014_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l1.png,malaysian_manual_lines — kopia\LPD_014_t2_l1.png,LPD,14,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar.,1,ok,LPD,Burung itu berada di dalam sangkar.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_014_t2_l1_raw.png,images/raw/LPD_014_t2_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_014_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l2.png,malaysian_manual_lines — kopia\LPD_014_t2_l2.png,LPD,14,manual_lines_annotations,2,2,Sangkar baru itu milik bapa.,1,ok,LPD,Sangkar baru itu milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_014_t2_l2_raw.png,images/raw/LPD_014_t2_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_015_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l1.png,malaysian_manual_lines — kopia\LPD_015_t3_l1.png,LPD,15,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang.,1,ok,LPD,Saya suka bermain basikal pada waktu lapang.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_015_t3_l1_raw.png,images/raw/LPD_015_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_015_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l2.png,malaysian_manual_lines — kopia\LPD_015_t3_l2.png,LPD,15,manual_lines_annotations,3,2,Basikal itu dibeli oleh ayah saya. Roda,1,ok,LPD,Basikal itu dibeli oleh ayah saya. Roda,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_015_t3_l2_raw.png,images/raw/LPD_015_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_015_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l3.png,malaysian_manual_lines — kopia\LPD_015_t3_l3.png,LPD,15,manual_lines_annotations,3,3,basikal saya berwarna hijau dan putih.,1,ok,LPD,basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_015_t3_l3_raw.png,images/raw/LPD_015_t3_l3_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_016_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_016_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_016_t1_l1.png,malaysian_manual_lines — kopia\LPD_016_t1_l1.png,LPD,16,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_016_t1_l1_raw.png,images/raw/LPD_016_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_017_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l1.png,malaysian_manual_lines — kopia\LPD_017_t2_l1.png,LPD,17,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar.,1,ok,LPD,Burung itu berada di dalam sangkar.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_017_t2_l1_raw.png,images/raw/LPD_017_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_017_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l2.png,malaysian_manual_lines — kopia\LPD_017_t2_l2.png,LPD,17,manual_lines_annotations,2,2,Sangkar baru itu milik.,1,ok,LPD,Sangkar baru itu milik.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_017_t2_l2_raw.png,images/raw/LPD_017_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_018_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l1.png,malaysian_manual_lines — kopia\LPD_018_t3_l1.png,LPD,18,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu,1,ok,LPD,Saya suka bermain basikal pada waktu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_018_t3_l1_raw.png,images/raw/LPD_018_t3_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_018_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l2.png,malaysian_manual_lines — kopia\LPD_018_t3_l2.png,LPD,18,manual_lines_annotations,3,2,lapang. Basikal itu dibeli oleh ayah saya.,1,ok,LPD,lapang. Basikal itu dibeli oleh ayah saya.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_018_t3_l2_raw.png,images/raw/LPD_018_t3_l2_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_018_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l3.png,malaysian_manual_lines — kopia\LPD_018_t3_l3.png,LPD,18,manual_lines_annotations,3,3,Roda basikal saya berwarna hijau dan,1,ok,LPD,Roda basikal saya berwarna hijau dan,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_018_t3_l3_raw.png,images/raw/LPD_018_t3_l3_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_018_t3_l4_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l4.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l4.png,malaysian_manual_lines — kopia\LPD_018_t3_l4.png,LPD,18,manual_lines_annotations,3,4,putih.,1,ok,LPD,putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_018_t3_l4_raw.png,images/raw/LPD_018_t3_l4_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_019_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_019_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_019_t1_l1.png,malaysian_manual_lines — kopia\LPD_019_t1_l1.png,LPD,19,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_019_t1_l1_raw.png,images/raw/LPD_019_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_020_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l1.png,malaysian_manual_lines — kopia\LPD_020_t2_l1.png,LPD,20,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_020_t2_l1_raw.png,images/raw/LPD_020_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_020_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l2.png,malaysian_manual_lines — kopia\LPD_020_t2_l2.png,LPD,20,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_020_t2_l2_raw.png,images/raw/LPD_020_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_021_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l1.png,malaysian_manual_lines — kopia\LPD_021_t3_l1.png,LPD,21,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_021_t3_l1_raw.png,images/raw/LPD_021_t3_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_021_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l2.png,malaysian_manual_lines — kopia\LPD_021_t3_l2.png,LPD,21,manual_lines_annotations,3,2,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_021_t3_l2_raw.png,images/raw/LPD_021_t3_l2_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_022_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_022_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_022_t1_l1.png,malaysian_manual_lines — kopia\LPD_022_t1_l1.png,LPD,22,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_022_t1_l1_raw.png,images/raw/LPD_022_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_023_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l1.png,malaysian_manual_lines — kopia\LPD_023_t2_l1.png,LPD,23,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_023_t2_l1_raw.png,images/raw/LPD_023_t2_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_023_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l2.png,malaysian_manual_lines — kopia\LPD_023_t2_l2.png,LPD,23,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_023_t2_l2_raw.png,images/raw/LPD_023_t2_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_024_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l1.png,malaysian_manual_lines — kopia\LPD_024_t3_l1.png,LPD,24,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_024_t3_l1_raw.png,images/raw/LPD_024_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_024_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l2.png,malaysian_manual_lines — kopia\LPD_024_t3_l2.png,LPD,24,manual_lines_annotations,3,2,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih,1,ok,LPD,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_024_t3_l2_raw.png,images/raw/LPD_024_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_025_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_025_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_025_t1_l1.png,malaysian_manual_lines — kopia\LPD_025_t1_l1.png,LPD,25,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_025_t1_l1_raw.png,images/raw/LPD_025_t1_l1_raw.png,train
